"id","language_code","average_rating","description","num_pages","publication_day","publication_month","publication_year","isbn13","url","image_url","ratings_count","title","title_without_series","price","availability","dimensions","discount_percentage","item_weight","format_id","publisher_id","author_name","book_id","genre_id"
"469206","en-US","3","The lives of four very different women intertwine in unexpected ways in this new novel by bestselling author Jennifer Weiner (In Her Shoes; Best Friends Forever). Each woman has a problem: Princeton senior Jules Wildgren needs money to help her dad cure his addiction; Pennsylvania housewife Annie Barrow is gasping to stay financially afloat; India Bishop yearns to have a child, an urge that her stepdaughter Bettina can only regard with deeply skepticism until she finds herself in a most unexpected situation. Interlocking dramas designed to ensnare; bound to be a bestseller.","352","12","7","2011","9781451617726","https://www.goodreads.com/book/show/9758764-then-came-you","https://images.gr-assets.com/books/1308787263i/9758764.jpg","36849","Then Came You","Then Came You","15.84","260","8.13 x 12.27 x 1.62 inches","0.51","0.97","1","1","Jennifer Weiner","11","31"
"469217","eng","3","This outrageously entertaining expose chronicles the true adventures of Jeremy Iversen, a 24-year-old investment banker who passed himself off as a second-semester senior transfer student at Mirador High in southern California. Inspired by every John Hughes movie he had ever seen, Iversen set out in search of the suburban school experience his privileged Exeter education had denied him. But what he found at Mirador was less iPretty in Pink/i than iFast Times at Ridgemont High/i. Immersed in a confusing culture of sexual permissiveness, religious fundamentalism, rampant recreational drug use, and academic apathy, the author bluffed his way from cliques and classes to parties and pep rallies all the way to graduation -- his real identity known only to school administrators. We give iHigh School Confidential/i a resounding A+ for its irresistible smarty-pants tone and its surprising revelations about students and teachers alike.","447","19","9","2013","9780743283632","https://www.goodreads.com/book/show/62086.High_School_Confidential","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","485","High School Confidential: Secrets of an Undercover Student","High School Confidential: Secrets of an Undercover Student","31.71","1414","7.95 x 8.67 x 1.09 inches","0.18","0.8","1","1","Jeremy Iversen","12","2"
"469225","eng","3","""What does it mean to be a good mother?"" For career-driven assistant district attorney Nina Frost, the question inspires pangs of guilt familiar to all parents torn by the demands of home and office. But whereas most parents lie awake at night vividly conjuring the worst scenarios that could befall their children in their absence, Nina lives the reality of such crises -- and it's her job to do something about them. Nina Frost prosecutes child molesters -- and in the course of her everyday work, she has endured the frustration of seeing too many criminals slip through the system and walk free. A man as methodical and careful as his wife is instinctive and mercurial, Caleb Frost is a stonemason who glories in his ability to construct with his own hands the physical barriers that will keep out the unwanted -- and protect all that is precious within. But even the strongest walls cannot guard Nina and Caleb from the shattering discovery that their own beloved son has been sexually abused.\nFive-year-old Nathaniel is the only one who knows the identity of his assailant -- but in the initial fallout of his trauma, he's been left mute, unable to speak a single word. Knowing the futility of trusting the courts to exact justice for Nathaniel, and ripped apart by a maddening sense of helplessness, Nina finds herself in a grip of rage she can't deny -- no matter the consequence, whatever the sacrifice. ""What does it take to be a good mother? How far can a person go...and still live with herself? What happens if one's absolute truths and convictions are turned upside down?""\nForging new ground in her unique territory of morally complex suspense fiction, bestselling author Jodi Picoultdelivers her most soulful and intimate novel to date -- and portrays what happens to a family when a wheel comes off, when the domestic unit begins to careen and veer, when the vestments of ordinary life are forfeited to unspeakable horrors. From its provocative opening to the astonishing and revelatory finale, ""Perfect Match"" enters the raw and private realm of a parent's heart, and ultimately questions our assumptions about family, security, and love.","368","1","5","2002","9780743418720","https://www.goodreads.com/book/show/32900.Perfect_Match","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","194","Perfect Match","Perfect Match","43.1","1764","6.28 x 12.28 x 0.7 inches","0.18","1.07","1","1","Jodi Picoult","13","40"
"469229","eng","3","As World War I rages and the Romanov dynasty reaches its sudden, brutal end, a young jewelry maker discovers love, passion, and her own healing powers in this rich and romantic ghost story, the perfect follow-up to M.J. Rose's novel The Witch of Painted Sorrows.\nNestled within Paris's historic Palais Royal is a jewelry store unlike any other. La Fantasie Russie is owned by Pavel Orloff, protege to the famous Faberge, and is known by the city's fashion elite as the place to find the rarest of gemstones and the most unique designs. But war has transformed Paris from a city of style and romance to a place of fear and mourning. In the summer of 1918, places where lovers used to walk, widows now wander alone.\nSo it is from La Fantasie Russie's workshop that young, ambitious Opaline Duplessi now spends her time making trench watches for soldiers at the front, as well as mourning jewelry for the mothers, wives, and lovers of those who have fallen. People say that Opaline's creations are magical. But magic is a word Opaline would rather not use. The concept is too closely associated with her mother Sandrine, who practices the dark arts passed down from their ancestor La Lune, one of sixteenth century Paris's most famous courtesans.\nBut Opaline does have a rare gift even she can't deny, a form of lithomancy that allows her to translate the energy emanating from stones. Certain gemstones, combined with a personal item, such as a lock of hair, enable her to receive messages from beyond the grave. In her mind, she is no mystic, but merely a messenger, giving voice to soldiers who died before they were able to properly express themselves to loved ones. Until one day, one of these fallen soldiers communicates a message--directly to her.\nSo begins a dangerous journey that will take Opaline into the darkest corners of wartime Paris and across the English Channel, where the exiled Romanov dowager empress is waiting to discover the fate of her family.","320","19","7","2016","9781476778099","https://www.goodreads.com/book/show/27276382-the-secret-language-of-stones","https://images.gr-assets.com/books/1468786951i/27276382.jpg","91","The Secret Language of Stones (Daughters of La Lune #2)","The Secret Language of Stones (Daughters of La Lune #2)","86.68","1039","5.59 x 13.42 x 2.0 inches","0.71","1.2","1","1","M.J. Rose","14","24"
"469246","eng","3","Possession. Power. Passion. New York Timesbestselling novelist M. J. Rose creates her most provocative and magical spellbinder yet in this gothic novel set against the lavish spectacle of 1890s Belle Epoque Paris.\nSandrine Salome flees New York for her grandmother's Paris mansion to escape her dangerous husband, but what she finds there is even more menacing. The house, famous for its lavish art collection and elegant salons, is mysteriously closed up. Although her grandmother insists it's dangerous for Sandrine to visit, she defies her and meets Julien Duplessi, a mesmerizing young architect. Together they explore the hidden night world of Paris, the forbidden occult underground and Sandrine's deepest desires.\nAmong the bohemians and the demi-monde, Sandrine discovers her erotic nature as a lover and painter. Then darker influences threaten--her cold and cruel husband is tracking her down and something sinister is taking hold, changing Sandrine, altering her. She's become possessed by La Lune: A witch, a legend, and a sixteenth-century courtesan, who opens up her life to a darkness that may become a gift or a curse.\nThis is Sandrine's ""wild night of the soul,"" her odyssey in the magnificent city of Paris, of art, love, and witchery.","366","17","3","2015","9781476778068","https://www.goodreads.com/book/show/22608277-the-witch-of-painted-sorrows","https://images.gr-assets.com/books/1414642981i/22608277.jpg","2904","The Witch of Painted Sorrows (Daughters of La Lune #1)","The Witch of Painted Sorrows (Daughters of La Lune #1)","22.7","917","5.45 x 11.23 x 2.27 inches","0.07","2.19","1","1","M.J. Rose","15","41"
"469252","spa","3","Laura Esquivel, la Princesa de la literatura latinoamericana, esta de regreso!Su nueva novela ""Malinche"" es el extraordinario recuento del tragico y apasionado amor entre el conquistador Hernan Cortes y la india Malinalli, su interprete durante la conquista del imperio azteca.\nCuando Malinalli conoce a Cortes asume que se trata del propio Dios Quetzalcoatl que regresa a liberar a su pueblo. Los dos se enamoran apasionadamente, pero este amor pronto es destruido por la desmedida sed de conquista, poder y riqueza de Cortes.\nA lo largo de la historia de Mexico Malinalli/Malinche ha sido conocida por su traicion al pueblo indio. Pero recientes investigaciones historicas han mostrado que Malinalli fue la mediadora entre dos culturas, la hispanica y la americana nativa; y entre dos lenguas, el espanol y el nahuatl.\nLo que Esquivel ha hecho aqui es desafiar la mitologia tradicional mediante un retrato muy temperamental del Adan y la Eva de la cultura mestiza, Cortes y Malinalli, con la caida del imperio azteca como telon de fondo. Contada con el lirismo de la tradicion cantarina y pictorica del nahuatl, Laura Esquivel nos brinda un mito fundacional de la cultura hibrida del Nuevo Mundo y una extraordinaria historia de amor.","189","7","2","2006","9780743290340","https://www.goodreads.com/book/show/25516.Malinche","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","90","Malinche","Malinche","56.83","1161","5.09 x 9.3 x 2.85 inches","0.94","2.01","1","1","Laura Esquivel","16","18"
"469263","en-US","3","This is an extraordinary retelling of the passionate and tragic love between the conquistador Cortez and the Indian woman Malinalli, his interpreter during his conquest of the Aztecs. Malinalli's Indian tribe has been conquered by the warrior Aztecs. When her father is killed in battle, she is raised by her wisewoman grandmother who imparts to her the knowledge that their founding forefather god, Quetzalcoatl, had abandoned them after being made drunk by a trickster god and committing incest with his sister. But he was determined to return with the rising sun and save her tribe from their present captivity. When Malinalli meets Cortez she, like many, suspects that he is the returning Quetzalcoatl, and assumes her task is to welcome him and help him destroy the Aztec empire and free her people. The two fall passionately in love, but Malinalli gradually comes to realize that Cortez's thirst for conquest is all too human, and that for gold and power, he is willing to destroy anyone, even his own men, even their own love.","191","2","5","2006","9780743290333","https://www.goodreads.com/book/show/25517.Malinche","https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","2525","Malinche","Malinche","79.26","385","9.14 x 13.72 x 0.63 inches","0.78","2.56","1","1","Laura Esquivel","17","17"
"469269","eng","4","The remarkable true story of acclaimed opera singer Charity Tillemann-Dick, who received not one but two double lung transplants and went from struggling to draw a single breath to singing at the most prestigious venues in the world.\nCharity Tillemann-Dick was a vivacious young American soprano studying at the celebrated Franz Liszt Academy of Music in Budapest when she received devastating news: her lungs were failing, her heart was three and a half sizes too big, and she would die within five years. Inexplicably, despite her fatal pulmonary condition, she could still sing. Medical experts advised Charity to abandon her musical dreams, but if her time was running out, she wanted to spend it doing what she loved.\nIn just three years, she endured two double lung transplants. Teetering between life and death, she slowly learned to breathe, walk, talk, eat, and sing again. With new lungs and fierce determination, she eventually fell in love, rebuilt her career, and reclaimed her life. Over a decade after her diagnosis, she has a chart-topping album, performs around the globe, and is a leading voice for organ donation.\nWeaving Charity's extraordinary tale of triumph with those of opera's greatest heroines, The Encore illuminates the indomitable human spirit. It's the story of confronting devastating challenges with love: the intimate love of a mother for her daughter, a man for a woman, a doctor for her craft, and a singer for her music. Ultimately, grace from God and strangers enabled the work of love to save one young woman's breath and allowed her to reclaim her life.","320","3","10","2017","9781501102318","https://www.goodreads.com/book/show/25814269-the-encore","https://images.gr-assets.com/books/1502043648i/25814269.jpg","36","The Encore: A Memoir in Three Acts","The Encore: A Memoir in Three Acts","44.14","466","6.7 x 11.47 x 0.85 inches","0.05","2.98","1","1","Charity Tillemann-Dick","18","22"
"469274","eng","4","Britt-Marie can't stand mess. A disorganized cutlery drawer ranks high on her list of unforgivable sins. She is not one to judge others--no matter how ill-mannered, unkempt, or morally suspect they might be. It's just that sometimes people interpret her helpful suggestions as criticisms, which is certainly not her intention. But hidden inside the socially awkward, fussy busybody is a woman who has more imagination, bigger dreams, and a warmer heart that anyone around her realizes.\nWhen Britt-Marie walks out on her cheating husband and has to fend for herself in the miserable backwater town of Borg--of which the kindest thing one can say is that it has a road going through it--she finds work as the caretaker of a soon-to-be demolished recreation center. The fastidious Britt-Marie soon finds herself being drawn into the daily doings of her fellow citizens, an odd assortment of miscreants, drunkards, layabouts. Most alarming of all, she's given the impossible task of leading the supremely untalented children's soccer team to victory. In this small town of misfits, can Britt-Marie find a place where she truly belongs?","324","3","5","2016","9781501142536","https://www.goodreads.com/book/show/27406704-britt-marie-was-here","https://images.gr-assets.com/books/1460442061i/27406704.jpg","25930","Britt-Marie Was Here","Britt-Marie Was Here","34.87","90","5.44 x 10.66 x 1.89 inches","0.9","1.53","1","1","Fredrik Backman","19","37"
"469287","eng","3","One of the most significant works on our evolutionary ancestry since Richard Leakey's paradigm-shattering Origins, The First Signsis the first-ever exploration of the little-known geometric images that accompany most cave art around the world--the first indications of symbolic meaning, intelligence, and language.\nImagine yourself as a caveman or woman. The place: Europe. The time: 25,000 years ago, the last Ice Age. In reality, you live in an open-air tent or a bone hut. But you also belong to a rich culture that creates art. In and around your cave paintings are handprints and dots, x's and triangles, parallel lines and spirals. Your people know what they mean. You also use them on tools and jewelry. And then you vanish--and with you, their meanings.\nJoin renowned archaeologist Genevieve von Petzinger on an Indiana Jones-worthy adventure from the open-air rock art sites of northern Portugal to the dark depths of a remote cave in Spain that can only be reached by sliding face-first through the mud. Von Petzinger looks past the beautiful horses, powerful bison, graceful ibex, and faceless humans in the ancient paintings. Instead, she's obsessed with the abstract geometric images that accompany them, the terse symbols that appear more often than any other kinds of figures--signs that have never really been studied or explained until now.\nPart travel journal, part popular science, part personal narrative, von Petzinger's groundbreaking book starts to crack the code on the first form of graphic communication. It's in her blood, as this talented scientist's grandmother served as a code-breaker at Bletchley. Discernible patterns emerge that point to abstract thought and expression, and for the first time, we can begin to understand the changes that might have been happening inside the minds of our Ice Age ancestors--offering a glimpse of when they became us.","307","31","5","2016","9781476785493","https://www.goodreads.com/book/show/25814327-the-first-signs","https://images.gr-assets.com/books/1464517883i/25814327.jpg","113","The First Signs: Unlocking the Mysteries of the World's Oldest Symbols","The First Signs: Unlocking the Mysteries of the World's Oldest Symbols","83.39","1064","8.5 x 7.57 x 1.64 inches","0.79","1.8","1","1","Genevieve von Petzinger","20","12"
